# Gene Family	A13_Abundance-RPKs
UNMAPPED	2798450.0000000000
UniRef90_A0A2R8A0C5	39000.0000000000
UniRef90_A0A2R8A0C5|g__Carnobacterium.s__Carnobacterium_divergens	39000.0000000000
UniRef90_A0A0R2HX25	6722.5427797135
UniRef90_A0A0R2HX25|g__Carnobacterium.s__Carnobacterium_divergens	6722.5427797135
UniRef90_A0A0U3MP38	5185.5178127591
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_divergens	5185.5178127591
UniRef90_Q839G5	4342.0455709749
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_divergens	4342.0455709749
UniRef90_A0A0R2J234	4220.4506601862
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_divergens	4220.4506601862
UniRef90_A0A0R2JAD9	3363.2089552238
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_divergens	3363.2089552238
UniRef90_A0A0R2J1Q1	3071.3395134454
UniRef90_A0A0R2J1Q1|g__Carnobacterium.s__Carnobacterium_divergens	3071.3395134454
UniRef90_Q836X6	3004.4020509279
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_divergens	3004.4020509279
UniRef90_Q1WS97	2908.3797585887
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_divergens	2908.3797585887
UniRef90_F4BR24	2795.6173243656
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_divergens	2795.6173243656
UniRef90_F4BNZ2	2342.9487179487
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_divergens	2342.9487179487
UniRef90_K8EVY6	2267.4797765425
UniRef90_K8EVY6|g__Carnobacterium.s__Carnobacterium_divergens	2267.4797765425
UniRef90_A0A0R2HNF4	2245.5157126716
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_divergens	2245.5157126716
UniRef90_F4BR38	1991.8332621791
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_divergens	1991.8332621791
UniRef90_A0A0R2KGR4	1965.0995854817
UniRef90_A0A0R2KGR4|g__Carnobacterium.s__Carnobacterium_divergens	1965.0995854817
UniRef90_A0A0R2KLY7	1904.0916782034
UniRef90_A0A0R2KLY7|g__Carnobacterium.s__Carnobacterium_divergens	1904.0916782034
UniRef90_A0A0U3MDW1	1809.5238095238
