# Gene Family	A03_Abundance-RPKs
UNMAPPED	2858821.0000000000
UniRef90_A0A2R8A0C5	1000.0000000000
UniRef90_A0A2R8A0C5|g__Carnobacterium.s__Carnobacterium_divergens	1000.0000000000
UniRef90_A0A0R2HNF4	113.5531135531
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_divergens	113.5531135531
UniRef90_Q839G5	111.1111111111
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_divergens	111.1111111111
UniRef90_A0A0R2J234	102.0036429872
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_divergens	102.0036429872
UniRef90_A0A0U3MP38	89.2185262878
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_divergens	89.2185262878
UniRef90_A0A0U3MDW1	85.7142857143
UniRef90_A0A0U3MDW1|g__Carnobacterium.s__Carnobacterium_divergens	85.7142857143
UniRef90_Q836X6	72.6495726496
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_divergens	72.6495726496
UniRef90_Q1WS97	66.6744042092
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_divergens	66.6744042092
UniRef90_A0A0R2HX25	63.4920634921
UniRef90_A0A0R2HX25|g__Carnobacterium.s__Carnobacterium_divergens	63.4920634921
UniRef90_A0A0R2J1Q1	62.3885918004
UniRef90_A0A0R2J1Q1|g__Carnobacterium.s__Carnobacterium_divergens	62.3885918004
UniRef90_A0A0R2KLY7	60.6060606061
UniRef90_A0A0R2KLY7|g__Carnobacterium.s__Carnobacterium_divergens	60.6060606061
UniRef90_A0A0R2KGR4	60.3174603175
UniRef90_A0A0R2KGR4|g__Carnobacterium.s__Carnobacterium_divergens	60.3174603175
UniRef90_F4BR24	56.6037735849
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_divergens	56.6037735849
UniRef90_Q2NQU2	55.5555555556
UniRef90_Q2NQU2|g__Vagococcus.s__Vagococcus_proximus	55.5555555556
UniRef90_A0A0R2HX12	53.9099732076
UniRef90_A0A0R2HX12|g__Carnobacterium.s__Carnobacterium_divergens	53.9099732076
UniRef90_A0A0R2HPK8	51.6431924883
UniRef90_A0A0R2HPK8|g__Carnobacterium.s__Carnobacterium_divergens	51.6431924883
UniRef90_F4BNZ2	47.6190476190
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_divergens	47.6190476190
UniRef90_Q7CFT2	47.6190476190
UniRef90_Q7CFT2|g__Vagococcus.s__Vagococcus_proximus	47.6190476190
UniRef90_K8EVY6	44.8079510257
UniRef90_K8EVY6|g__Carnobacterium.s__Carnobacterium_divergens	44.8079510257
UniRef90_A0A0R2HWA8	44.6735395189
UniRef90_A0A0R2HWA8|g__Carnobacterium.s__Carnobacterium_divergens	44.6735395189
UniRef90_A1JHR4	43.0107526882
UniRef90_A1JHR4|g__Vagococcus.s__Vagococcus_proximus	43.0107526882
UniRef90_C4KZQ9	42.7350427350
UniRef90_C4KZQ9|g__Carnobacterium.s__Carnobacterium_divergens	42.7350427350
UniRef90_P0A7R9	41.2698412698
UniRef90_P0A7R9|g__Vagococcus.s__Vagococcus_proximus	41.2698412698
UniRef90_B9E9K1	40.8163265306
UniRef90_B9E9K1|g__Carnobacterium.s__Carnobacterium_divergens	40.8163265306
UniRef90_A8FFC6	40.4040404040
UniRef90_A8FFC6|g__Carnobacterium.s__Carnobacterium_divergens	40.4040404040
UniRef90_A0A0U3DSR8	33.3333333333
UniRef90_A0A0U3DSR8|g__Carnobacterium.s__Carnobacterium_divergens	33.3333333333
UniRef90_A0A7R8ZB76	32.9210566499
UniRef90_A0A7R8ZB76|g__Vagococcus.s__Vagococcus_proximus	32.9210566499
UniRef90_F4BR38	32.7943708361
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_divergens	32.7943708361
UniRef90_A0A0R2JAD9	29.8507462687
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_divergens	29.8507462687
UniRef90_Q0I0Y8	28.9855072464
UniRef90_Q0I0Y8|g__Vagococcus.s__Vagococcus_proximus	28.9855072464
UniRef90_A4WFA3	28.4153005464
UniRef90_A4WFA3|g__Vagococcus.s__Vagococcus_proximus	28.4153005464
UniRef90_A0A0R2I3M9	27.4914089347
UniRef90_A0A0R2I3M9|g__Carnobacterium.s__Carnobacterium_divergens	27.4914089347
UniRef90_P33320	27.2536687631
UniRef90_P33320|g__Vagococcus.s__Vagococcus_proximus	27.2536687631
UniRef90_A0A484ZC93	27.1317829457
UniRef90_A0A484ZC93|g__Vagococcus.s__Vagococcus_proximus	27.1317829457
UniRef90_P66421	27.0270270270
UniRef90_P66421|g__Carnobacterium.s__Carnobacterium_divergens	27.0270270270
UniRef90_Q9F0R4	26.5486725664
UniRef90_Q9F0R4|g__Carnobacterium.s__Carnobacterium_divergens	26.5486725664
UniRef90_I0QLS6	25.3968253968
UniRef90_I0QLS6|g__Vagococcus.s__Vagococcus_proximus	25.3968253968
UniRef90_A0A0R2IU38	25.2525252525
UniRef90_A0A0R2IU38|g__Carnobacterium.s__Carnobacterium_divergens	25.2525252525
UniRef90_UPI00244B09DA	25.1572327044
UniRef90_UPI00244B09DA|g__Vagococcus.s__Vagococcus_proximus	25.1572327044
UniRef90_Q8ZJ93	25.0000000000
UniRef90_Q8ZJ93|g__Vagococcus.s__Vagococcus_proximus	25.0000000000
UniRef90_P66491	24.5098039216
UniRef90_P66491|g__Vagococcus.s__Vagococcus_proximus	24.5098039216
UniRef90_P0ADY3	23.5690235690
UniRef90_P0ADY3|g__Vagococcus.s__Vagococcus_proximus	23.5690235690
UniRef90_A0A0R2I0E2	22.7748465452
UniRef90_A0A0R2I0E2|g__Carnobacterium.s__Carnobacterium_divergens	22.7748465452
UniRef90_P60436	22.6666666667
UniRef90_P60436|g__Vagococcus.s__Vagococcus_proximus	22.6666666667
UniRef90_A0AA40X769	21.9491459927
UniRef90_A0AA40X769|g__Vagococcus.s__Vagococcus_proximus	21.9491459927
UniRef90_A0A0R2KAQ0	21.9232685600
UniRef90_A0A0R2KAQ0|g__Carnobacterium.s__Carnobacterium_divergens	21.9232685600
UniRef90_A0A502GIW7	21.1640211640
UniRef90_A0A502GIW7|g__Vagococcus.s__Vagococcus_proximus	21.1640211640
UniRef90_H2IRC3	21.1267605634
UniRef90_H2IRC3|g__Vagococcus.s__Vagococcus_proximus	21.1267605634
UniRef90_A8AQM1	21.0970464135
UniRef90_A8AQM1|g__Vagococcus.s__Vagococcus_proximus	21.0970464135
UniRef90_O54297	20.1465201465
UniRef90_O54297|g__Vagococcus.s__Vagococcus_proximus	20.1465201465
UniRef90_A0A0R2HNW1	19.3798449612
UniRef90_A0A0R2HNW1|g__Carnobacterium.s__Carnobacterium_divergens	19.3798449612
UniRef90_A0A0R2J9N5	18.8323917137
UniRef90_A0A0R2J9N5|g__Carnobacterium.s__Carnobacterium_divergens	18.8323917137
UniRef90_Q8ZDZ6	18.5185185185
UniRef90_Q8ZDZ6|g__Vagococcus.s__Vagococcus_proximus	18.5185185185
UniRef90_P66145	17.5438596491
UniRef90_P66145|g__Carnobacterium.s__Carnobacterium_divergens	17.5438596491
UniRef90_Q8ZJA4	17.0940170940
UniRef90_Q8ZJA4|g__Vagococcus.s__Vagococcus_proximus	17.0940170940
UniRef90_A0A3S4DJ12	16.9491525424
UniRef90_A0A3S4DJ12|g__Vagococcus.s__Vagococcus_proximus	16.9491525424
UniRef90_F4BR31	16.3398692810
UniRef90_F4BR31|g__Carnobacterium.s__Carnobacterium_divergens	16.3398692810
UniRef90_A0A0R2HXQ4	16.1290322581
UniRef90_A0A0R2HXQ4|g__Carnobacterium.s__Carnobacterium_divergens	16.1290322581
UniRef90_A0A0R2J1L7	16.0919540230
UniRef90_A0A0R2J1L7|g__Carnobacterium.s__Carnobacterium_divergens	16.0919540230
UniRef90_A0A0U2VN98	15.8730158730
UniRef90_A0A0U2VN98|g__Carnobacterium.s__Carnobacterium_divergens	15.8730158730
UniRef90_Q8ZB84	15.8730158730
UniRef90_Q8ZB84|g__Vagococcus.s__Vagococcus_proximus	15.8730158730
UniRef90_A0A0R2J1N0	15.1609260305
UniRef90_A0A0R2J1N0|g__Carnobacterium.s__Carnobacterium_divergens	15.1609260305
UniRef90_Q7MYG3	15.0537634409
UniRef90_Q7MYG3|g__Vagococcus.s__Vagococcus_proximus	15.0537634409
UniRef90_A0A2X2EDT7	14.8809523810
UniRef90_A0A2X2EDT7|g__Vagococcus.s__Vagococcus_proximus	14.8809523810
UniRef90_A0A0R2HW67	14.7058823529
UniRef90_A0A0R2HW67|g__Carnobacterium.s__Carnobacterium_divergens	14.7058823529
UniRef90_A0A0R2KAN2	14.1843971631
UniRef90_A0A0R2KAN2|g__Carnobacterium.s__Carnobacterium_divergens	14.1843971631
UniRef90_A0A0R2HWX2	13.9230139230
UniRef90_A0A0R2HWX2|g__Carnobacterium.s__Carnobacterium_divergens	13.9230139230
UniRef90_Q839F2	12.9032258065
UniRef90_Q839F2|g__Carnobacterium.s__Carnobacterium_divergens	12.9032258065
UniRef90_UPI000D0ABCEB	12.8205128205
UniRef90_UPI000D0ABCEB|g__Vagococcus.s__Vagococcus_proximus	12.8205128205
UniRef90_H2ISW1	12.6582278481
UniRef90_H2ISW1|g__Vagococcus.s__Vagococcus_proximus	12.6582278481
UniRef90_A0A377DBF2	12.5000000000
UniRef90_A0A377DBF2|g__Vagococcus.s__Vagococcus_proximus	12.5000000000
UniRef90_A0A0R2HXC5	12.3456790123
UniRef90_A0A0R2HXC5|g__Carnobacterium.s__Carnobacterium_divergens	12.3456790123
UniRef90_A0A502GH71	12.3456790123
UniRef90_A0A502GH71|g__Vagococcus.s__Vagococcus_proximus	12.3456790123
UniRef90_A1JTD2	12.1212121212
UniRef90_A1JTD2|g__Vagococcus.s__Vagococcus_proximus	12.1212121212
UniRef90_A0A0R2HX95	11.4942528736
UniRef90_A0A0R2HX95|g__Carnobacterium.s__Carnobacterium_divergens	11.4942528736
UniRef90_A0A0R2HWG5	11.2994350282
UniRef90_A0A0R2HWG5|g__Carnobacterium.s__Carnobacterium_divergens	11.2994350282
UniRef90_A4WFB9	11.1111111111
UniRef90_A4WFB9|g__Vagococcus.s__Vagococcus_proximus	11.1111111111
UniRef90_Q8ZBA7	10.9289617486
UniRef90_Q8ZBA7|g__Vagococcus.s__Vagococcus_proximus	10.9289617486
UniRef90_A0A0R2HNK9	10.8401084011
UniRef90_A0A0R2HNK9|g__Carnobacterium.s__Carnobacterium_divergens	10.8401084011
UniRef90_A0A0A2W096	10.5691056911
UniRef90_A0A0A2W096|g__Vagococcus.s__Vagococcus_proximus	10.5691056911
UniRef90_A0A0R2KJ77	10.4166666667
UniRef90_A0A0R2KJ77|g__Carnobacterium.s__Carnobacterium_divergens	10.4166666667
UniRef90_P0AGA2	10.3420843278
UniRef90_P0AGA2|g__Vagococcus.s__Vagococcus_proximus	10.3420843278
UniRef90_A0A0R2JER6	9.7629009763
UniRef90_A0A0R2JER6|g__Carnobacterium.s__Carnobacterium_divergens	9.7629009763
