# Gene Family	A02_Abundance-RPKs
UNMAPPED	3220890.0000000000
UniRef90_Q8ZDZ6	37.0370370370
UniRef90_Q8ZDZ6|g__Rahnella.s__Rahnella_inusitata	37.0370370370
UniRef90_Q8ZJ91	23.8095238095
UniRef90_Q8ZJ91|g__Rahnella.s__Rahnella_inusitata	23.8095238095
UniRef90_I0QLS6	22.2222222222
UniRef90_I0QLS6|g__Rahnella.s__Rahnella_inusitata	22.2222222222
UniRef90_A0A7R8ZB76	20.2270066677
UniRef90_A0A7R8ZB76|g__Rahnella.s__Rahnella_inusitata	20.2270066677
UniRef90_P0AA10	19.7740112994
UniRef90_P0AA10|g__Rahnella.s__Rahnella_inusitata	19.7740112994
UniRef90_A4WFA3	19.6721311475
UniRef90_A4WFA3|g__Rahnella.s__Rahnella_inusitata	19.6721311475
UniRef90_A0A484ZC93	19.3798449612
UniRef90_A0A484ZC93|g__Rahnella.s__Rahnella_inusitata	19.3798449612
UniRef90_Q7MYG3	15.0537634409
UniRef90_Q7MYG3|g__Rahnella.s__Rahnella_inusitata	15.0537634409
UniRef90_Q0I0Y8	14.4927536232
UniRef90_Q0I0Y8|g__Rahnella.s__Rahnella_inusitata	14.4927536232
UniRef90_Q8ZJ90	14.1843971631
UniRef90_Q8ZJ90|g__Rahnella.s__Rahnella_inusitata	14.1843971631
