# Gene Family	A14_Abundance-RPKs
UNMAPPED	2858160.0000000000
UniRef90_A0A2R8A0C5	28000.0000000000
UniRef90_A0A2R8A0C5|g__Carnobacterium.s__Carnobacterium_divergens	28000.0000000000
UniRef90_A0A0U3MP38	6875.6310411491
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_divergens	4525.8436895887
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2349.7873515604
UniRef90_Q1WS97	6502.9016216853
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_maltaromaticum	3291.7130919221
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_divergens	3211.1885297632
UniRef90_A0A0R2JAD9	6452.8606965173
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_divergens	4144.3781094527
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2308.4825870647
UniRef90_F4BNZ2	5914.4688644689
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_divergens	3409.5238095238
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2504.9450549451
UniRef90_A0A0R2HX25	5778.0317460318
UniRef90_A0A0R2HX25|g__Carnobacterium.s__Carnobacterium_divergens	5778.0317460318
UniRef90_P0A356	5635.0476190476
UniRef90_P0A356|g__Carnobacterium.s__Carnobacterium_maltaromaticum	5635.0476190476
UniRef90_A0A0R2J234	5415.3703603642
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_divergens	3020.0796526408
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2395.2907077234
UniRef90_Q839G5	5371.8867360092
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_divergens	3645.3910095135
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1726.4957264957
UniRef90_A0A0R2HNF4	5271.1565395388
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_divergens	3761.9855634561
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1509.1709760827
UniRef90_A0A0R2J142	5214.4761904762
UniRef90_A0A0R2J142|g__Carnobacterium.s__Carnobacterium_maltaromaticum	5214.4761904762
UniRef90_Q836X6	4393.3279405383
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_divergens	2777.8883014935
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1615.4396390448
UniRef90_A0A0R2J1Q1	3620.3495148263
UniRef90_A0A0R2J1Q1|g__Carnobacterium.s__Carnobacterium_divergens	2556.1752087402
UniRef90_A0A0R2J1Q1|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1064.1743060861
UniRef90_A0A0R2KGR4	3501.6075219897
UniRef90_A0A0R2KGR4|g__Carnobacterium.s__Carnobacterium_divergens	2063.5021736932
UniRef90_A0A0R2KGR4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1438.1053482964
UniRef90_A0A0R2HWA8	3495.0540344803
UniRef90_A0A0R2HWA8|g__Carnobacterium.s__Carnobacterium_divergens	2158.1112326154
UniRef90_A0A0R2HWA8|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1336.9428018649
UniRef90_F4BR24	3424.5779648941
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_divergens	2437.1168382834
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_maltaromaticum	987.4611266107
UniRef90_K8EVY6	3125.2794179330
UniRef90_K8EVY6|g__Carnobacterium.s__Carnobacterium_divergens	1922.3426277528
UniRef90_K8EVY6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1202.9367901801
UniRef90_F4BR38	2953.5893816491
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_divergens	1912.5982895015
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1040.9910921476
UniRef90_UPI000704A2DC	2863.6941938469
UniRef90_UPI000704A2DC|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2863.6941938469
UniRef90_P66145	2772.0074522590
UniRef90_P66145|g__Carnobacterium.s__Carnobacterium_divergens	1622.8846452414
UniRef90_P66145|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1149.1228070175
UniRef90_B9E9K1	2520.4197720044
UniRef90_B9E9K1|g__Carnobacterium.s__Carnobacterium_divergens	1551.0204081633
UniRef90_B9E9K1|g__Carnobacterium.s__Carnobacterium_maltaromaticum	969.3993638411
UniRef90_A0A0R2KLY7	2500.0512741630
UniRef90_A0A0R2KLY7|g__Carnobacterium.s__Carnobacterium_divergens	1888.9401630518
UniRef90_A0A0R2KLY7|g__Carnobacterium.s__Carnobacterium_maltaromaticum	611.1111111111
UniRef90_A0A0R2HX12	2239.9026942874
UniRef90_A0A0R2HX12|g__Carnobacterium.s__Carnobacterium_divergens	1649.6061983305
UniRef90_A0A0R2HX12|g__Carnobacterium.s__Carnobacterium_maltaromaticum	590.2964959569
UniRef90_P66421	2153.3169533170
UniRef90_P66421|g__Carnobacterium.s__Carnobacterium_divergens	1729.8935298935
UniRef90_P66421|g__Carnobacterium.s__Carnobacterium_maltaromaticum	423.4234234234
UniRef90_A0A0U2VN98	2037.0651806822
UniRef90_A0A0U2VN98|g__Carnobacterium.s__Carnobacterium_divergens	2037.0651806822
UniRef90_A0A0R2HPK8	1981.2206572770
UniRef90_A0A0R2HPK8|g__Carnobacterium.s__Carnobacterium_divergens	1981.2206572770
UniRef90_C4KZQ9	1886.1458460885
UniRef90_C4KZQ9|g__Carnobacterium.s__Carnobacterium_divergens	1530.0204899632
UniRef90_C4KZQ9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	356.1253561254
UniRef90_A0A0R2J9S4	1828.2260931390
UniRef90_A0A0R2J9S4|g__Carnobacterium.s__Carnobacterium_divergens	1230.2760990639
UniRef90_A0A0R2J9S4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	597.9499940751
UniRef90_A0A0R2I0E2	1765.8642774395
UniRef90_A0A0R2I0E2|g__Carnobacterium.s__Carnobacterium_divergens	1569.1163099598
UniRef90_A0A0R2I0E2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	196.7479674797
UniRef90_Q8ZDZ6	1728.5100835825
UniRef90_Q8ZDZ6|g__Vagococcus.s__Vagococcus_proximus	1716.1644045702
UniRef90_Q8ZDZ6|g__Yersinia.s__Yersinia_intermedia	12.3456790123
UniRef90_Q836X4	1615.1120559837
UniRef90_Q836X4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1615.1120559837
UniRef90_A0A0R2HXQ4	1584.9554961399
UniRef90_A0A0R2HXQ4|g__Carnobacterium.s__Carnobacterium_divergens	1584.9554961399
UniRef90_A0A0R2KAN2	1581.5602836879
UniRef90_A0A0R2KAN2|g__Carnobacterium.s__Carnobacterium_divergens	964.5390070922
UniRef90_A0A0R2KAN2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	617.0212765957
UniRef90_Q82YU9	1550.2824858757
UniRef90_Q82YU9|g__Carnobacterium.s__Carnobacterium_divergens	1133.6158192090
UniRef90_Q82YU9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	416.6666666667
UniRef90_A0A0R2HNW1	1465.1162790698
UniRef90_A0A0R2HNW1|g__Carnobacterium.s__Carnobacterium_divergens	1465.1162790698
UniRef90_A0A0U3MDW1	1438.1868131868
UniRef90_A0A0U3MDW1|g__Carnobacterium.s__Carnobacterium_divergens	1438.1868131868
UniRef90_A0A0R2KAJ4	1429.5769640953
UniRef90_A0A0R2KAJ4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1429.5769640953
UniRef90_A0A0R2IU38	1363.6427566807
UniRef90_A0A0R2IU38|g__Carnobacterium.s__Carnobacterium_divergens	1199.5013425393
UniRef90_A0A0R2IU38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	164.1414141414
UniRef90_A0A0R2KAQ0	1336.0606080104
UniRef90_A0A0R2KAQ0|g__Carnobacterium.s__Carnobacterium_divergens	824.6163355965
UniRef90_A0A0R2KAQ0|g__Carnobacterium.s__Carnobacterium_maltaromaticum	511.4442724139
UniRef90_A0A083ZYE5	1326.0869565217
UniRef90_A0A083ZYE5|g__Yersinia.s__Yersinia_intermedia	1326.0869565217
UniRef90_A0A0R2I3M9	1278.3712781180
UniRef90_A0A0R2I3M9|g__Carnobacterium.s__Carnobacterium_divergens	1278.3712781180
UniRef90_A0A0R2I517	1271.1984273488
UniRef90_A0A0R2I517|g__Carnobacterium.s__Carnobacterium_divergens	1271.1984273488
UniRef90_A0A0R2HW67	1259.9488071090
UniRef90_A0A0R2HW67|g__Carnobacterium.s__Carnobacterium_divergens	710.9050516758
UniRef90_A0A0R2HW67|g__Carnobacterium.s__Carnobacterium_maltaromaticum	549.0437554332
UniRef90_Q9F0R4	1256.6808050130
UniRef90_Q9F0R4|g__Carnobacterium.s__Carnobacterium_divergens	1256.6808050130
UniRef90_A0A0R2JFV2	1217.8374795359
UniRef90_A0A0R2JFV2|g__Carnobacterium.s__Carnobacterium_divergens	1146.7263684248
UniRef90_A0A0R2JFV2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	71.1111111111
UniRef90_A0A0R2J1N0	1205.6512022041
UniRef90_A0A0R2J1N0|g__Carnobacterium.s__Carnobacterium_divergens	785.7189809468
UniRef90_A0A0R2J1N0|g__Carnobacterium.s__Carnobacterium_maltaromaticum	419.9322212573
UniRef90_S0K1G2	1180.4330724962
UniRef90_S0K1G2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1180.4330724962
UniRef90_Q5L3R6	1145.8333333333
UniRef90_Q5L3R6|g__Carnobacterium.s__Carnobacterium_divergens	645.8333333333
UniRef90_Q5L3R6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	500.0000000000
UniRef90_A8FFC6	1121.3151927438
UniRef90_A8FFC6|g__Carnobacterium.s__Carnobacterium_divergens	616.1616161616
UniRef90_A8FFC6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	505.1535765821
UniRef90_K8E336	1072.5347184614
UniRef90_K8E336|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1072.5347184614
UniRef90_A0A0R2HX95	1071.8390804598
UniRef90_A0A0R2HX95|g__Carnobacterium.s__Carnobacterium_divergens	1071.8390804598
UniRef90_A0A0R2HWX2	1057.3394623140
UniRef90_A0A0R2HWX2|g__Carnobacterium.s__Carnobacterium_divergens	1057.3394623140
UniRef90_A0A0R2HXW1	1054.9870720420
UniRef90_A0A0R2HXW1|g__Carnobacterium.s__Carnobacterium_divergens	1054.9870720420
UniRef90_Q5PH64	1043.2482171613
UniRef90_Q5PH64|g__Yersinia.s__Yersinia_intermedia	1043.2482171613
UniRef90_Q8ZJ91	1024.3902439024
UniRef90_Q8ZJ91|g__Vagococcus.s__Vagococcus_proximus	1024.3902439024
UniRef90_Q837C9	921.7303422637
UniRef90_Q837C9|g__Carnobacterium.s__Carnobacterium_divergens	921.7303422637
UniRef90_A0A2N5JK58	879.8600428317
UniRef90_A0A2N5JK58|g__Carnobacterium.s__Carnobacterium_maltaromaticum	879.8600428317
UniRef90_A0A0R2J1L7	879.3182810206
UniRef90_A0A0R2J1L7|g__Carnobacterium.s__Carnobacterium_divergens	512.6502916551
UniRef90_A0A0R2J1L7|g__Carnobacterium.s__Carnobacterium_maltaromaticum	366.6679893655
UniRef90_A0A0R2JIV5	846.4997902272
UniRef90_A0A0R2JIV5|g__Carnobacterium.s__Carnobacterium_divergens	637.4333222025
UniRef90_A0A0R2JIV5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	209.0664680246
UniRef90_A0A0R2KHZ4	844.8681359336
UniRef90_A0A0R2KHZ4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	844.8681359336
UniRef90_A0A848MK01	844.4997236042
UniRef90_A0A848MK01|g__Vagococcus.s__Vagococcus_proximus	844.4997236042
UniRef90_A0A0R2KDV0	821.4642144283
UniRef90_A0A0R2KDV0|g__Carnobacterium.s__Carnobacterium_maltaromaticum	821.4642144283
UniRef90_A0A0R2I6Z6	814.0474425500
UniRef90_A0A0R2I6Z6|g__Carnobacterium.s__Carnobacterium_divergens	642.1176179886
UniRef90_A0A0R2I6Z6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	171.9298245614
UniRef90_A0A0U3DSR8	808.3333333333
UniRef90_A0A0U3DSR8|g__Carnobacterium.s__Carnobacterium_divergens	441.6666666667
UniRef90_A0A0U3DSR8|g__Carnobacterium.s__Carnobacterium_maltaromaticum	366.6666666667
UniRef90_A0A0R2I789	791.0798122066
UniRef90_A0A0R2I789|g__Carnobacterium.s__Carnobacterium_divergens	791.0798122066
UniRef90_A4WFA3	790.1663258839
UniRef90_A4WFA3|g__Yersinia.s__Yersinia_intermedia	405.4668723320
UniRef90_A4WFA3|g__Vagococcus.s__Vagococcus_proximus	384.6994535519
UniRef90_A0A0R2JIP5	790.0137522480
UniRef90_A0A0R2JIP5|g__Carnobacterium.s__Carnobacterium_divergens	623.3470855813
