# Gene Family	A18_Abundance-RPKs
UniRef90_A0A0R2HX95|g__Carnobacterium.s__Carnobacterium_divergens	11307.6535935357
UniRef90_A0A0R2HXI1	11186.2887596900
UniRef90_A0A0R2HXI1|g__Carnobacterium.s__Carnobacterium_divergens	11186.2887596900
UniRef90_A0A0R2HNW1	10988.5530721202
UniRef90_A0A0R2HNW1|g__Carnobacterium.s__Carnobacterium_divergens	10988.5530721202
UniRef90_A0A0R2HX12	10409.7665599327
UniRef90_A0A0R2HX12|g__Carnobacterium.s__Carnobacterium_divergens	9420.5433832180
UniRef90_A0A0R2HX12|g__Carnobacterium.s__Carnobacterium_maltaromaticum	989.2231767147
UniRef90_A0A0R2I0E2	10391.9733303184
UniRef90_A0A0R2I0E2|g__Carnobacterium.s__Carnobacterium_divergens	9980.5885682623
UniRef90_A0A0R2I0E2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	411.3847620561
UniRef90_K8EVY6	9898.6985323148
UniRef90_K8EVY6|g__Carnobacterium.s__Carnobacterium_divergens	8707.6176885081
UniRef90_K8EVY6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1191.0808438066
UniRef90_A0A0R2HWX2	9807.5710627953
UniRef90_A0A0R2HWX2|g__Carnobacterium.s__Carnobacterium_divergens	9807.5710627953
UniRef90_A0A0R2JH05	9577.1041044155
UniRef90_A0A0R2JH05|g__Carnobacterium.s__Carnobacterium_divergens	8921.5485488599
UniRef90_A0A0R2JH05|g__Carnobacterium.s__Carnobacterium_maltaromaticum	655.5555555556
UniRef90_C4KZQ9	9493.0077796559
UniRef90_C4KZQ9|g__Carnobacterium.s__Carnobacterium_divergens	8789.2959359440
UniRef90_C4KZQ9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	703.7118437118
UniRef90_A0A0U3MDW1	9343.2234432233
UniRef90_A0A0U3MDW1|g__Carnobacterium.s__Carnobacterium_divergens	9343.2234432233
UniRef90_A0A0R2I3M9	9274.9880329817
UniRef90_A0A0R2I3M9|g__Carnobacterium.s__Carnobacterium_divergens	9274.9880329817
UniRef90_A0A0R2HXW1	9246.7746352717
UniRef90_A0A0R2HXW1|g__Carnobacterium.s__Carnobacterium_divergens	9246.7746352717
UniRef90_Q82YU9	9217.7966101695
UniRef90_Q82YU9|g__Carnobacterium.s__Carnobacterium_divergens	8500.8474576272
UniRef90_Q82YU9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	716.9491525424
UniRef90_A0A0R2J9S4	8460.8013716523
UniRef90_A0A0R2J9S4|g__Carnobacterium.s__Carnobacterium_divergens	7838.8082445046
UniRef90_A0A0R2J9S4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	621.9931271478
UniRef90_A0A083ZYE5	7905.9028879719
UniRef90_A0A083ZYE5|g__Yersinia.s__Yersinia_intermedia	7905.9028879719
UniRef90_Q9F0R4	7849.7844856501
UniRef90_Q9F0R4|g__Carnobacterium.s__Carnobacterium_divergens	7849.7844856501
UniRef90_A0A0R2HUL4	7803.3178000132
UniRef90_A0A0R2HUL4|g__Carnobacterium.s__Carnobacterium_divergens	7803.3178000132
UniRef90_A0A0R2IU38	7704.5966313526
UniRef90_A0A0R2IU38|g__Carnobacterium.s__Carnobacterium_divergens	7391.4653182213
UniRef90_A0A0R2IU38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	313.1313131313
UniRef90_A0A0R2KAN2	7422.2004384399
UniRef90_A0A0R2KAN2|g__Carnobacterium.s__Carnobacterium_divergens	6553.3681633477
UniRef90_A0A0R2KAN2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	868.8322750922
UniRef90_A0A0R2J142	7365.6518177163
UniRef90_A0A0R2J142|g__Carnobacterium.s__Carnobacterium_maltaromaticum	7365.6518177163
UniRef90_A0A0R2JIP5	7362.7435423549
UniRef90_A0A0R2JIP5|g__Carnobacterium.s__Carnobacterium_divergens	6942.4536872825
UniRef90_A0A0R2JIP5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	420.2898550725
UniRef90_A0A0R2JFV2	7053.5719624171
UniRef90_A0A0R2JFV2|g__Carnobacterium.s__Carnobacterium_divergens	6942.4608513060
UniRef90_A0A0R2JFV2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	111.1111111111
UniRef90_A0A0R2KAQ0	6922.4289971688
UniRef90_A0A0R2KAQ0|g__Carnobacterium.s__Carnobacterium_divergens	6014.9648245039
UniRef90_A0A0R2KAQ0|g__Carnobacterium.s__Carnobacterium_maltaromaticum	907.4641726648
UniRef90_Q5L3R6	6687.6942501942
UniRef90_Q5L3R6|g__Carnobacterium.s__Carnobacterium_divergens	4923.7567987567
UniRef90_Q5L3R6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1763.9374514374
UniRef90_A0A0R2HUQ6	6402.3828475729
UniRef90_A0A0R2HUQ6|g__Carnobacterium.s__Carnobacterium_divergens	6402.3828475729
UniRef90_A0A0R2J1N0	6387.6009323206
UniRef90_A0A0R2J1N0|g__Carnobacterium.s__Carnobacterium_divergens	5552.0937063578
UniRef90_A0A0R2J1N0|g__Carnobacterium.s__Carnobacterium_maltaromaticum	835.5072259628
UniRef90_A0A0R2HZM5	6265.2519893900
UniRef90_A0A0R2HZM5|g__Carnobacterium.s__Carnobacterium_divergens	6265.2519893900
UniRef90_S4ECE0	6098.7227277832
UniRef90_S4ECE0|g__Carnobacterium.s__Carnobacterium_divergens	5733.1299008152
UniRef90_S4ECE0|g__Carnobacterium.s__Carnobacterium_maltaromaticum	365.5928269680
UniRef90_A0A0R2JIV5	5944.4915488622
UniRef90_A0A0R2JIV5|g__Carnobacterium.s__Carnobacterium_divergens	5573.1465196224
UniRef90_A0A0R2JIV5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	371.3450292398
UniRef90_O07125	5750.2462845231
UniRef90_O07125|g__Carnobacterium.s__Carnobacterium_divergens	5364.8296178564
UniRef90_O07125|g__Carnobacterium.s__Carnobacterium_maltaromaticum	385.4166666667
UniRef90_Q5PH64	5691.5113871635
UniRef90_Q5PH64|g__Yersinia.s__Yersinia_intermedia	5691.5113871635
UniRef90_Q837C9	5563.8035332713
UniRef90_Q837C9|g__Carnobacterium.s__Carnobacterium_divergens	5563.8035332713
UniRef90_F4BR31	5552.3519402009
UniRef90_F4BR31|g__Carnobacterium.s__Carnobacterium_divergens	5552.3519402009
UniRef90_F4BR43	5506.3352826510
UniRef90_F4BR43|g__Carnobacterium.s__Carnobacterium_divergens	5271.7578259373
UniRef90_F4BR43|g__Carnobacterium.s__Carnobacterium_maltaromaticum	234.5774567137
UniRef90_A0A0R2I6A3	5502.3847103313
UniRef90_A0A0R2I6A3|g__Carnobacterium.s__Carnobacterium_divergens	5502.3847103313
UniRef90_UPI000704A2DC	5378.9613694194
UniRef90_UPI000704A2DC|g__Carnobacterium.s__Carnobacterium_maltaromaticum	5378.9613694194
UniRef90_A0A0R2HXL8	5365.0671281596
UniRef90_A0A0R2HXL8|g__Carnobacterium.s__Carnobacterium_divergens	5028.0361166445
UniRef90_A0A0R2HXL8|g__Carnobacterium.s__Carnobacterium_maltaromaticum	337.0310115151
UniRef90_A8FFC6	5222.7418302529
UniRef90_A8FFC6|g__Carnobacterium.s__Carnobacterium_divergens	4515.5680516505
UniRef90_A8FFC6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	707.1737786023
UniRef90_A0A0U3DSR8	5141.8067226891
UniRef90_A0A0U3DSR8|g__Carnobacterium.s__Carnobacterium_divergens	4333.4033613446
UniRef90_A0A0U3DSR8|g__Carnobacterium.s__Carnobacterium_maltaromaticum	808.4033613445
UniRef90_A0A0R2HW67	5078.9145634355
UniRef90_A0A0R2HW67|g__Carnobacterium.s__Carnobacterium_divergens	4314.1845334925
UniRef90_A0A0R2HW67|g__Carnobacterium.s__Carnobacterium_maltaromaticum	764.7300299430
UniRef90_A0A0R2HNK9	5035.2966301402
UniRef90_A0A0R2HNK9|g__Carnobacterium.s__Carnobacterium_divergens	5035.2966301402
UniRef90_A0A0R2HWM8	4536.1535726981
UniRef90_A0A0R2HWM8|g__Carnobacterium.s__Carnobacterium_divergens	4536.1535726981
UniRef90_A0A0R2J1L7	4247.1595164537
UniRef90_A0A0R2J1L7|g__Carnobacterium.s__Carnobacterium_divergens	3671.2908309463
UniRef90_A0A0R2J1L7|g__Carnobacterium.s__Carnobacterium_maltaromaticum	575.8686855074
UniRef90_A0A0R2HW05	4222.6605199374
UniRef90_A0A0R2HW05|g__Carnobacterium.s__Carnobacterium_divergens	4222.6605199374
UniRef90_A0A0S3KDI4	4183.8624753747
UniRef90_A0A0S3KDI4|g__Carnobacterium.s__Carnobacterium_divergens	4183.8624753747
UniRef90_A0A0R2J719	4097.1358077665
UniRef90_A0A0R2J719|g__Carnobacterium.s__Carnobacterium_divergens	3506.4185081885
UniRef90_A0A0R2J719|g__Carnobacterium.s__Carnobacterium_maltaromaticum	590.7172995781
UniRef90_A0A0R2I1G6	4084.4515409170
UniRef90_A0A0R2I1G6|g__Carnobacterium.s__Carnobacterium_divergens	3754.5812887166
UniRef90_A0A0R2I1G6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	329.8702522003
UniRef90_A0A0R2I789	3913.1952759846
UniRef90_A0A0R2I789|g__Carnobacterium.s__Carnobacterium_divergens	3913.1952759846
UniRef90_Q6CZZ1	3810.6852497096
UniRef90_Q6CZZ1|g__Yersinia.s__Yersinia_intermedia	3810.6852497096
UniRef90_A0A0R2JA98	3802.9596676721
UniRef90_A0A0R2JA98|g__Carnobacterium.s__Carnobacterium_divergens	3397.5517230872
UniRef90_A0A0R2JA98|g__Carnobacterium.s__Carnobacterium_maltaromaticum	405.4079445849
UniRef90_A0A0R2HUR4	3735.2828775393
UniRef90_A0A0R2HUR4|g__Carnobacterium.s__Carnobacterium_divergens	3735.2828775393
UniRef90_Q839F2	3686.0910270670
UniRef90_Q839F2|g__Carnobacterium.s__Carnobacterium_divergens	3686.0910270670
UniRef90_A0A0R2HYJ8	3666.7115626093
UniRef90_A0A0R2HYJ8|g__Carnobacterium.s__Carnobacterium_divergens	3666.7115626093
UniRef90_A0A0R2I4P0	3662.3566067129
UniRef90_A0A0R2I4P0|g__Carnobacterium.s__Carnobacterium_divergens	3662.3566067129
UniRef90_A0A0R2I6Z6	3621.1267605634
UniRef90_A0A0R2I6Z6|g__Carnobacterium.s__Carnobacterium_divergens	3375.5127254756
UniRef90_A0A0R2I6Z6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	245.6140350877
UniRef90_A0A0R2J1B2	3603.5544741536
UniRef90_A0A0R2J1B2|g__Carnobacterium.s__Carnobacterium_divergens	3158.6183939946
UniRef90_A0A0R2J1B2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	444.9360801589
UniRef90_A0A0R2HP91	3599.6138736491
UniRef90_A0A0R2HP91|g__Carnobacterium.s__Carnobacterium_divergens	3599.6138736491
UniRef90_A0A0R2I4T8	3589.5563650872
UniRef90_A0A0R2I4T8|g__Carnobacterium.s__Carnobacterium_divergens	3589.5563650872
UniRef90_A0A0R2I6G8	3585.3830564121
UniRef90_A0A0R2I6G8|g__Carnobacterium.s__Carnobacterium_divergens	3585.3830564121
UniRef90_A0A0R2I6A7	3518.0121748841
UniRef90_A0A0R2I6A7|g__Carnobacterium.s__Carnobacterium_divergens	3518.0121748841
UniRef90_K8ELT8	3510.1427856328
UniRef90_K8ELT8|g__Carnobacterium.s__Carnobacterium_divergens	3206.7559622852
UniRef90_K8ELT8|g__Carnobacterium.s__Carnobacterium_maltaromaticum	303.3868233476
UniRef90_A0A2N5JDE8	3356.7232839500
UniRef90_A0A2N5JDE8|g__Carnobacterium.s__Carnobacterium_divergens	3069.7007389839
UniRef90_A0A2N5JDE8|g__Carnobacterium.s__Carnobacterium_maltaromaticum	287.0225449661
UniRef90_A0A0R2HND5	3333.3333333333
UniRef90_A0A0R2HND5|g__Carnobacterium.s__Carnobacterium_divergens	3333.3333333333
UniRef90_A0A0R2HUT8	3328.3334112070
UniRef90_A0A0R2HUT8|g__Carnobacterium.s__Carnobacterium_divergens	3328.3334112070
UniRef90_A0A2N5JJA2	3155.6290319084
UniRef90_A0A2N5JJA2|g__Carnobacterium.s__Carnobacterium_divergens	2779.0146444819
UniRef90_A0A2N5JJA2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	376.6143874265
UniRef90_A0A0R2I661	3152.1900041836
UniRef90_A0A0R2I661|g__Carnobacterium.s__Carnobacterium_divergens	3152.1900041836
UniRef90_A0A0R2HYI2	3149.7525591067
UniRef90_A0A0R2HYI2|g__Carnobacterium.s__Carnobacterium_divergens	3149.7525591067
UniRef90_A0A0R2HWC5	3127.3835920177
UniRef90_A0A0R2HWC5|g__Carnobacterium.s__Carnobacterium_divergens	3127.3835920177
UniRef90_A0A0R2J8X6	3085.5789597492
UniRef90_A0A0R2J8X6|g__Carnobacterium.s__Carnobacterium_divergens	2617.8621216135
UniRef90_A0A0R2J8X6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	467.7168381357
UniRef90_A0A0R2I5Z7	3025.6541864907
UniRef90_A0A0R2I5Z7|g__Carnobacterium.s__Carnobacterium_divergens	3025.6541864907
UniRef90_A0A0R2HWG5	3022.6548870856
UniRef90_A0A0R2HWG5|g__Carnobacterium.s__Carnobacterium_divergens	3022.6548870856
UniRef90_A0A0R2I4L0	3022.3949795506
UniRef90_A0A0R2I4L0|g__Carnobacterium.s__Carnobacterium_divergens	3022.3949795506
UniRef90_A8ARM4	2978.9621318373
UniRef90_A8ARM4|g__Yersinia.s__Yersinia_intermedia	2978.9621318373
UniRef90_A0A0R2HUM7	2918.4357885488
UniRef90_A0A0R2HUM7|g__Carnobacterium.s__Carnobacterium_divergens	2918.4357885488
UniRef90_A0A0R2HW77	2912.1746858397
UniRef90_A0A0R2HW77|g__Carnobacterium.s__Carnobacterium_divergens	2912.1746858397
UniRef90_A0A0R2KJ77	2911.6492146597
UniRef90_A0A0R2KJ77|g__Carnobacterium.s__Carnobacterium_divergens	2718.9136125655
UniRef90_A0A0R2KJ77|g__Carnobacterium.s__Carnobacterium_maltaromaticum	192.7356020942
UniRef90_A0A0R2HP41	2876.4772793047
UniRef90_A0A0R2HP41|g__Carnobacterium.s__Carnobacterium_divergens	2876.4772793047
UniRef90_A0A0R2J988	2849.7255282510
UniRef90_A0A0R2J988|g__Carnobacterium.s__Carnobacterium_divergens	2764.7582079896
UniRef90_A0A0R2J988|g__Carnobacterium.s__Carnobacterium_maltaromaticum	84.9673202614
UniRef90_A7ZTI8	2765.4320987654
UniRef90_A7ZTI8|g__Yersinia.s__Yersinia_intermedia	2765.4320987654
UniRef90_A0A0R2J9N5	2757.0905731443
UniRef90_A0A0R2J9N5|g__Carnobacterium.s__Carnobacterium_divergens	2566.8798635540
UniRef90_A0A0R2J9N5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	190.2107095903
UniRef90_A0A0R2I2B7	2756.2377317339
UniRef90_A0A0R2I2B7|g__Carnobacterium.s__Carnobacterium_divergens	2756.2377317339
UniRef90_A0A0R2HUE1	2627.8180955691
UniRef90_A0A0R2HUE1|g__Carnobacterium.s__Carnobacterium_divergens	2627.8180955691
UniRef90_A0A0R2KAM9	2619.1111111111
UniRef90_A0A0R2KAM9|g__Carnobacterium.s__Carnobacterium_divergens	2523.8730158730
UniRef90_A0A0R2KAM9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	95.2380952381
UniRef90_A0A0R2HY11	2611.7193980329
UniRef90_A0A0R2HY11|g__Carnobacterium.s__Carnobacterium_divergens	2611.7193980329
UniRef90_A0A0R2JGY1	2569.7718931398
UniRef90_A0A0R2JGY1|g__Carnobacterium.s__Carnobacterium_divergens	2391.4678342577
UniRef90_A0A0R2JGY1|g__Carnobacterium.s__Carnobacterium_maltaromaticum	178.3040588820
UniRef90_A0A0R2HPP8	2544.5097358534
UniRef90_A0A0R2HPP8|g__Carnobacterium.s__Carnobacterium_divergens	2544.5097358534
UniRef90_A0A0R2JA02	2513.0325330528
UniRef90_A0A0R2JA02|g__Carnobacterium.s__Carnobacterium_divergens	1774.5709945913
UniRef90_A0A0R2JA02|g__Carnobacterium.s__Carnobacterium_maltaromaticum	738.4615384615
UniRef90_A0A0R2HUG0	2469.4943047173
UniRef90_A0A0R2HUG0|g__Carnobacterium.s__Carnobacterium_divergens	2469.4943047173
UniRef90_A0A0R2JA75	2417.1325533149
UniRef90_A0A0R2JA75|g__Carnobacterium.s__Carnobacterium_divergens	2217.1309286064
UniRef90_A0A0R2JA75|g__Carnobacterium.s__Carnobacterium_maltaromaticum	200.0016247086
UniRef90_Q7NFF1	2410.2564102564
UniRef90_Q7NFF1|g__Carnobacterium.s__Carnobacterium_divergens	2230.7692307692
UniRef90_Q7NFF1|g__Carnobacterium.s__Carnobacterium_maltaromaticum	179.4871794872
UniRef90_Q836X4	2389.6713615023
UniRef90_Q836X4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2389.6713615023
UniRef90_A0A0R2I7S6	2373.6490458222
UniRef90_A0A0R2I7S6|g__Carnobacterium.s__Carnobacterium_divergens	2373.6490458222
UniRef90_A0A0R2I8E1	2319.5326590046
UniRef90_A0A0R2I8E1|g__Carnobacterium.s__Carnobacterium_divergens	2319.5326590046
UniRef90_A0A0R2HWE2	2247.6646160857
UniRef90_A0A0R2HWE2|g__Carnobacterium.s__Carnobacterium_divergens	2247.6646160857
UniRef90_Q8ZDZ6	2222.4537127463
UniRef90_Q8ZDZ6|g__Yersinia.s__Yersinia_intermedia	2222.4537127463
UniRef90_A0A0R2JEY5	2210.1080337340
UniRef90_A0A0R2JEY5|g__Carnobacterium.s__Carnobacterium_divergens	1648.3796386722
UniRef90_A0A0R2JEY5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	561.7283950617
UniRef90_Q6CZY9	2194.4753946147
UniRef90_Q6CZY9|g__Yersinia.s__Yersinia_intermedia	2194.4753946147
UniRef90_A8AQL2	2170.6483246237
UniRef90_A8AQL2|g__Yersinia.s__Yersinia_intermedia	2170.6483246237
UniRef90_K8E336	2153.3134122954
UniRef90_K8E336|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2153.3134122954
UniRef90_A0A0R2HXP5	2134.5907352654
UniRef90_A0A0R2HXP5|g__Carnobacterium.s__Carnobacterium_divergens	2134.5907352654
UniRef90_A0A0R2J928	2132.8701081704
UniRef90_A0A0R2J928|g__Carnobacterium.s__Carnobacterium_divergens	2080.6755648726
UniRef90_A0A0R2J928|g__Carnobacterium.s__Carnobacterium_maltaromaticum	52.1945432977
UniRef90_A0A0R2HXB1	2118.7436518737
UniRef90_A0A0R2HXB1|g__Carnobacterium.s__Carnobacterium_divergens	2118.7436518737
UniRef90_A0A0R2HVL0	2109.4570445281
UniRef90_A0A0R2HVL0|g__Carnobacterium.s__Carnobacterium_divergens	2109.4570445281
UniRef90_A0A0R2JER6	2103.8393699142
UniRef90_A0A0R2JER6|g__Carnobacterium.s__Carnobacterium_divergens	1584.3929937745
UniRef90_A0A0R2JER6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	519.4463761397
UniRef90_A0A0R2J3G7	2064.0664160401
UniRef90_A0A0R2J3G7|g__Carnobacterium.s__Carnobacterium_divergens	1988.5327542995
UniRef90_A0A0R2J3G7|g__Carnobacterium.s__Carnobacterium_maltaromaticum	75.5336617406
UniRef90_A8AQK6	2064.0072661259
UniRef90_A8AQK6|g__Yersinia.s__Yersinia_intermedia	2064.0072661259
UniRef90_A7FNM6	2061.1731843576
UniRef90_A7FNM6|g__Yersinia.s__Yersinia_intermedia	2061.1731843576
UniRef90_A0A0R2JCR5	2054.7970992499
UniRef90_A0A0R2JCR5|g__Carnobacterium.s__Carnobacterium_divergens	1822.5390347337
UniRef90_A0A0R2JCR5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	232.2580645161
UniRef90_A0A0R2JH50	2051.5280583833
UniRef90_A0A0R2JH50|g__Carnobacterium.s__Carnobacterium_divergens	1969.0317381802
UniRef90_A0A0R2JH50|g__Carnobacterium.s__Carnobacterium_maltaromaticum	82.4963202031
UniRef90_Q83PY9	2008.6160548758
UniRef90_Q83PY9|g__Yersinia.s__Yersinia_intermedia	2008.6160548758
UniRef90_C5BGM3	1996.2709637530
UniRef90_C5BGM3|g__Yersinia.s__Yersinia_intermedia	1996.2709637530
UniRef90_A0A0R2HXC5	1987.6926616057
UniRef90_A0A0R2HXC5|g__Carnobacterium.s__Carnobacterium_divergens	1987.6926616057
UniRef90_Q839Y4	1953.2161386682
UniRef90_Q839Y4|g__Carnobacterium.s__Carnobacterium_divergens	1826.7786824345
UniRef90_Q839Y4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	126.4374562337
UniRef90_A0A2R8A1D2	1907.0270270270
UniRef90_A0A2R8A1D2|g__Carnobacterium.s__Carnobacterium_divergens	1907.0270270270
UniRef90_A3N357	1903.0613180474
UniRef90_A3N357|g__Yersinia.s__Yersinia_intermedia	1903.0613180474
UniRef90_A3N364	1891.0359303618
UniRef90_A3N364|g__Yersinia.s__Yersinia_intermedia	1891.0359303618
UniRef90_A0A0R2HZ28	1869.5783926219
UniRef90_A0A0R2HZ28|g__Carnobacterium.s__Carnobacterium_divergens	1869.5783926219
UniRef90_A0A0R2HWS4	1867.5405742821
UniRef90_A0A0R2HWS4|g__Carnobacterium.s__Carnobacterium_divergens	1867.5405742821
UniRef90_A0A0R2HXQ2	1804.7610137911
UniRef90_A0A0R2HXQ2|g__Carnobacterium.s__Carnobacterium_divergens	1804.7610137911
UniRef90_A0A0R2HPJ5	1804.1753653444
UniRef90_A0A0R2HPJ5|g__Carnobacterium.s__Carnobacterium_divergens	1804.1753653444
UniRef90_A0A0R2JAD6	1795.6094495947
UniRef90_A0A0R2JAD6|g__Carnobacterium.s__Carnobacterium_divergens	1636.3689360484
UniRef90_A0A0R2JAD6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	159.2405135462
UniRef90_A0A0R2HX27	1786.6335290094
UniRef90_A0A0R2HX27|g__Carnobacterium.s__Carnobacterium_divergens	1786.6335290094
UniRef90_Q2NQP8	1742.9076938631
UniRef90_Q2NQP8|g__Yersinia.s__Yersinia_intermedia	1742.9076938631
UniRef90_A0A0R2HY25	1737.3851123851
UniRef90_A0A0R2HY25|g__Carnobacterium.s__Carnobacterium_divergens	1737.3851123851
UniRef90_A8GKI0	1736.6130753981
UniRef90_A8GKI0|g__Yersinia.s__Yersinia_intermedia	1736.6130753981
UniRef90_Q6CZX0	1724.3568713477
UniRef90_Q6CZX0|g__Yersinia.s__Yersinia_intermedia	1724.3568713477
