# Gene Family	A24_Abundance-RPKs
UNMAPPED	2991942.0000000000
UniRef90_A0A2R8A0C5	256000.0000000000
UniRef90_A0A2R8A0C5|g__Carnobacterium.s__Carnobacterium_divergens	256000.0000000000
UniRef90_A0A0R2JAD9	64041.0452761243
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_divergens	52423.8810970195
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	11617.1641791048
UniRef90_A0A0R2HX25	40327.3650793669
UniRef90_A0A0R2HX25|g__Carnobacterium.s__Carnobacterium_divergens	40327.3650793669
UniRef90_P0A356	39128.5151299457
UniRef90_P0A356|g__Carnobacterium.s__Carnobacterium_maltaromaticum	39128.5151299457
UniRef90_A0A175CUC8	33624.7474747479
UniRef90_A0A175CUC8|g__Leuconostoc.s__Leuconostoc_gelidum	33624.7474747479
UniRef90_A0A0R2HNF4	25323.1935348341
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_divergens	21033.5064067896
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	4289.6871280445
UniRef90_F4BNZ2	22153.6665599768
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_divergens	17086.7251680354
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	5066.9413919414
UniRef90_A0A0U3MP38	21577.7079197353
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_divergens	17157.4759135656
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	4420.2320061696
UniRef90_A0A0R2JH05	21123.2542072123
UniRef90_A0A0R2JH05|g__Carnobacterium.s__Carnobacterium_divergens	17662.1120594780
UniRef90_A0A0R2JH05|g__Carnobacterium.s__Carnobacterium_maltaromaticum	3461.1421477344
UniRef90_Q1WS97	18417.2628039806
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_divergens	13497.7485483840
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_maltaromaticum	4919.5142555966
UniRef90_Q839G5	16624.4089699945
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_divergens	12483.2731235345
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	4141.1358464600
UniRef90_H1WN81	16453.0793650785
UniRef90_H1WN81|g__Leuconostoc.s__Leuconostoc_gelidum	16453.0793650785
UniRef90_F4BR38	14574.0551502215
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_divergens	11705.1428064832
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2868.9123437383
UniRef90_A0A0R2J234	14160.4210951322
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_divergens	9047.4419558877
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_maltaromaticum	5112.9791392445
UniRef90_A0A0R2I517	13630.0573875181
UniRef90_A0A0R2I517|g__Carnobacterium.s__Carnobacterium_divergens	13630.0573875181
UniRef90_A0A0R2HXQ4	13550.6152083544
UniRef90_A0A0R2HXQ4|g__Carnobacterium.s__Carnobacterium_divergens	13550.6152083544
UniRef90_Q836X6	13184.3121893806
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_divergens	10654.2502951963
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2530.0618941843
UniRef90_A0A0R2HXI1	13147.7713178295
UniRef90_A0A0R2HXI1|g__Carnobacterium.s__Carnobacterium_divergens	13147.7713178295
UniRef90_A0A0R2KGR4	12669.9828772602
UniRef90_A0A0R2KGR4|g__Carnobacterium.s__Carnobacterium_divergens	8720.7563076514
UniRef90_A0A0R2KGR4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	3949.2265696088
UniRef90_A0A0R2HWA8	12578.9237802407
UniRef90_A0A0R2HWA8|g__Carnobacterium.s__Carnobacterium_divergens	10089.5368389722
UniRef90_A0A0R2HWA8|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2489.3869412685
UniRef90_A0A0U2VN98	12211.8090735109
UniRef90_A0A0U2VN98|g__Carnobacterium.s__Carnobacterium_divergens	12211.8090735109
UniRef90_B9E9K1	12057.9625136326
UniRef90_B9E9K1|g__Carnobacterium.s__Carnobacterium_divergens	9098.7440139460
UniRef90_B9E9K1|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2959.2184996866
UniRef90_F4BR24	11481.4100256693
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_divergens	9953.0783787435
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1528.3316469258
UniRef90_A0A0R2KLY7	11475.0297442468
UniRef90_A0A0R2KLY7|g__Carnobacterium.s__Carnobacterium_divergens	9944.7267139438
UniRef90_A0A0R2KLY7|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1530.3030303030
UniRef90_A0A0R2HUL4	11428.7805972622
UniRef90_A0A0R2HUL4|g__Carnobacterium.s__Carnobacterium_divergens	11428.7805972622
UniRef90_A0A0R2J1Q1	11386.9399131879
UniRef90_A0A0R2J1Q1|g__Carnobacterium.s__Carnobacterium_divergens	8256.7960260671
UniRef90_A0A0R2J1Q1|g__Carnobacterium.s__Carnobacterium_maltaromaticum	3130.1438871207
UniRef90_P66421	11351.9246519246
UniRef90_P66421|g__Carnobacterium.s__Carnobacterium_divergens	9207.6986076985
UniRef90_P66421|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2144.2260442261
UniRef90_P66145	10465.6885576772
UniRef90_P66145|g__Carnobacterium.s__Carnobacterium_divergens	8412.7464679396
UniRef90_P66145|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2052.9420897376
UniRef90_Q8ZDZ6	10463.4997316155
UniRef90_Q8ZDZ6|g__Vagococcus.s__Vagococcus_proximus	10463.4997316155
UniRef90_A0A0R2HUQ6	10436.4027901799
UniRef90_A0A0R2HUQ6|g__Carnobacterium.s__Carnobacterium_divergens	10436.4027901799
UniRef90_Q03D56	10150.2824858757
UniRef90_Q03D56|g__Leuconostoc.s__Leuconostoc_gelidum	10150.2824858757
UniRef90_A0A0R2HX12	9846.4444398141
UniRef90_A0A0R2HX12|g__Carnobacterium.s__Carnobacterium_divergens	8301.0651098549
UniRef90_A0A0R2HX12|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1545.3793299592
UniRef90_A0A0R2HPK8	9648.0646974642
UniRef90_A0A0R2HPK8|g__Carnobacterium.s__Carnobacterium_divergens	9648.0646974642
UniRef90_A0A0R2HWX2	9187.6035598154
UniRef90_A0A0R2HWX2|g__Carnobacterium.s__Carnobacterium_divergens	9187.6035598154
UniRef90_K8EVY6	8946.3987307412
UniRef90_K8EVY6|g__Carnobacterium.s__Carnobacterium_divergens	6976.4949157610
UniRef90_K8EVY6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1969.9038149801
UniRef90_C4KZQ9	8447.4563407519
UniRef90_C4KZQ9|g__Carnobacterium.s__Carnobacterium_divergens	7752.2833655789
UniRef90_C4KZQ9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	695.1729751730
