# Gene Family	A11_Abundance-RPKs
UNMAPPED	3059565.0000000000
UniRef90_A0A2R8A0C5	53000.0000000000
UniRef90_A0A2R8A0C5|g__Carnobacterium.s__Carnobacterium_divergens	53000.0000000000
UniRef90_A0A0U3MP38	6380.3369235020
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_divergens	5307.5614471143
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1072.7754763877
UniRef90_Q839G5	5453.1383408659
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_divergens	4423.1686291773
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1029.9697116887
UniRef90_A0A0R2J234	5229.5514073365
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_divergens	3806.9482669219
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1422.6031404145
UniRef90_A0A0R2HX25	4912.8253968254
UniRef90_A0A0R2HX25|g__Carnobacterium.s__Carnobacterium_divergens	4912.8253968254
UniRef90_Q1WS97	4713.9662643145
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_divergens	3141.7208294646
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1572.2454348499
UniRef90_A0A0R2JAD9	3865.7462686567
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_divergens	2741.3432835821
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1124.4029850746
UniRef90_Q836X6	3662.5217090476
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_divergens	2965.9221712463
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	696.5995378013
UniRef90_A0A0R2J1Q1	3639.9891888778
UniRef90_A0A0R2J1Q1|g__Carnobacterium.s__Carnobacterium_divergens	3096.3139915261
UniRef90_A0A0R2J1Q1|g__Carnobacterium.s__Carnobacterium_maltaromaticum	543.6751973517
UniRef90_F4BR24	3635.2797088379
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_divergens	3229.6193314794
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_maltaromaticum	405.6603773585
UniRef90_F4BNZ2	3428.7545787546
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_divergens	2761.9963369964
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	666.7582417582
UniRef90_A0A0R2HNF4	3172.3093083387
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_divergens	2648.4593837535
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	523.8499245852
UniRef90_K8EVY6	2810.3723014417
UniRef90_K8EVY6|g__Carnobacterium.s__Carnobacterium_divergens	2112.0520472466
UniRef90_K8EVY6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	698.3202541951
UniRef90_P0A356	2690.4761904762
UniRef90_P0A356|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2690.4761904762
UniRef90_UPI000704A2DC	2583.3333333333
UniRef90_UPI000704A2DC|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2583.3333333333
UniRef90_A0A0R2KLY7	2581.0142278960
UniRef90_A0A0R2KLY7|g__Carnobacterium.s__Carnobacterium_divergens	2060.8122076940
UniRef90_A0A0R2KLY7|g__Carnobacterium.s__Carnobacterium_maltaromaticum	520.2020202020
UniRef90_A0A0R2KGR4	2574.6233950055
UniRef90_A0A0R2KGR4|g__Carnobacterium.s__Carnobacterium_divergens	2003.1746031746
UniRef90_A0A0R2KGR4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	571.4487918310
UniRef90_Q8ZDZ6	2413.6952687677
UniRef90_Q8ZDZ6|g__Vagococcus.s__Vagococcus_proximus	1209.9915650640
UniRef90_Q8ZDZ6|g__Rahnella.s__Rahnella_inusitata	1203.7037037037
UniRef90_F4BR38	2317.0073847513
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_divergens	1885.3059100900
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	431.7014746613
UniRef90_A0A0R2HWA8	2215.1530508051
UniRef90_A0A0R2HWA8|g__Carnobacterium.s__Carnobacterium_divergens	1704.5147529328
UniRef90_A0A0R2HWA8|g__Carnobacterium.s__Carnobacterium_maltaromaticum	510.6382978723
UniRef90_A0A0R2JH05	2072.6042570651
UniRef90_A0A0R2JH05|g__Carnobacterium.s__Carnobacterium_divergens	2011.4931459540
UniRef90_A0A0R2JH05|g__Carnobacterium.s__Carnobacterium_maltaromaticum	61.1111111111
UniRef90_A0A0R2I517	1908.2240889040
UniRef90_A0A0R2I517|g__Carnobacterium.s__Carnobacterium_divergens	1908.2240889040
UniRef90_A0A0R2HX12	1837.3926210516
UniRef90_A0A0R2HX12|g__Carnobacterium.s__Carnobacterium_divergens	1580.4278424701
UniRef90_A0A0R2HX12|g__Carnobacterium.s__Carnobacterium_maltaromaticum	256.9647785814
UniRef90_A0A0R2HXQ4	1798.9316783628
UniRef90_A0A0R2HXQ4|g__Carnobacterium.s__Carnobacterium_divergens	1798.9316783628
UniRef90_A0A0R2J9S4	1721.7816661659
UniRef90_A0A0R2J9S4|g__Carnobacterium.s__Carnobacterium_divergens	1481.2318379872
UniRef90_A0A0R2J9S4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	240.5498281787
UniRef90_P66421	1720.8845208845
UniRef90_P66421|g__Carnobacterium.s__Carnobacterium_divergens	1477.6412776413
UniRef90_P66421|g__Carnobacterium.s__Carnobacterium_maltaromaticum	243.2432432432
UniRef90_A0A0U3MDW1	1704.9450549451
UniRef90_A0A0U3MDW1|g__Carnobacterium.s__Carnobacterium_divergens	1704.9450549451
UniRef90_B9E9K1	1690.4877992152
UniRef90_B9E9K1|g__Carnobacterium.s__Carnobacterium_divergens	1272.1204522765
UniRef90_B9E9K1|g__Carnobacterium.s__Carnobacterium_maltaromaticum	418.3673469388
UniRef90_A0A0R2J142	1634.9841269841
UniRef90_A0A0R2J142|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1634.9841269841
UniRef90_A0A7R8ZB76	1517.5038229325
UniRef90_A0A7R8ZB76|g__Vagococcus.s__Vagococcus_proximus	767.2315167280
UniRef90_A0A7R8ZB76|g__Rahnella.s__Rahnella_inusitata	750.2723062045
UniRef90_P66145	1508.7719298246
UniRef90_P66145|g__Carnobacterium.s__Carnobacterium_divergens	1105.2631578947
UniRef90_P66145|g__Carnobacterium.s__Carnobacterium_maltaromaticum	403.5087719298
UniRef90_Q9F0R4	1451.3797978740
UniRef90_Q9F0R4|g__Carnobacterium.s__Carnobacterium_divergens	1451.3797978740
UniRef90_A0A0R2HPK8	1413.2119762601
UniRef90_A0A0R2HPK8|g__Carnobacterium.s__Carnobacterium_divergens	1413.2119762601
UniRef90_C4KZQ9	1413.1461597937
UniRef90_C4KZQ9|g__Carnobacterium.s__Carnobacterium_divergens	1276.3940230416
UniRef90_C4KZQ9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	136.7521367521
UniRef90_Q82YU9	1400.0000000000
UniRef90_Q82YU9|g__Carnobacterium.s__Carnobacterium_divergens	1200.0000000000
UniRef90_Q82YU9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	200.0000000000
UniRef90_A0A0R2HNW1	1391.5181129913
UniRef90_A0A0R2HNW1|g__Carnobacterium.s__Carnobacterium_divergens	1391.5181129913
UniRef90_Q8ZJ91	1382.1138211382
UniRef90_Q8ZJ91|g__Rahnella.s__Rahnella_inusitata	810.6852497096
UniRef90_Q8ZJ91|g__Vagococcus.s__Vagococcus_proximus	571.4285714286
UniRef90_A0A0R2I0E2	1349.6094113078
UniRef90_A0A0R2I0E2|g__Carnobacterium.s__Carnobacterium_divergens	1260.1785169988
UniRef90_A0A0R2I0E2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	89.4308943089
UniRef90_A0A0R2I3M9	1341.9421528478
UniRef90_A0A0R2I3M9|g__Carnobacterium.s__Carnobacterium_divergens	1341.9421528478
UniRef90_A0A848MK01	1311.1111111111
UniRef90_A0A848MK01|g__Vagococcus.s__Vagococcus_proximus	696.2962962963
UniRef90_A0A848MK01|g__Rahnella.s__Rahnella_inusitata	614.8148148148
UniRef90_A0A0R2HXW1	1304.4687720095
UniRef90_A0A0R2HXW1|g__Carnobacterium.s__Carnobacterium_divergens	1304.4687720095
UniRef90_A0A0U2VN98	1291.1181665875
UniRef90_A0A0U2VN98|g__Carnobacterium.s__Carnobacterium_divergens	1291.1181665875
UniRef90_P0ADY3	1272.7272727273
UniRef90_P0ADY3|g__Vagococcus.s__Vagococcus_proximus	663.2996632997
UniRef90_P0ADY3|g__Rahnella.s__Rahnella_inusitata	609.4276094276
UniRef90_Q2NQU2	1271.6432788897
UniRef90_Q2NQU2|g__Vagococcus.s__Vagococcus_proximus	648.1864887662
UniRef90_Q2NQU2|g__Rahnella.s__Rahnella_inusitata	623.4567901235
UniRef90_I0QLS6	1247.6190476190
UniRef90_I0QLS6|g__Vagococcus.s__Vagococcus_proximus	650.7936507937
UniRef90_I0QLS6|g__Rahnella.s__Rahnella_inusitata	596.8253968254
UniRef90_A0A0R2HXI1	1224.8062015504
UniRef90_A0A0R2HXI1|g__Carnobacterium.s__Carnobacterium_divergens	1224.8062015504
UniRef90_A0A0R2KAN2	1127.6848136089
UniRef90_A0A0R2KAN2|g__Carnobacterium.s__Carnobacterium_divergens	868.8069458116
UniRef90_A0A0R2KAN2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	258.8778677974
UniRef90_A0A0R2HW67	1117.6712064136
UniRef90_A0A0R2HW67|g__Carnobacterium.s__Carnobacterium_divergens	852.9653240607
UniRef90_A0A0R2HW67|g__Carnobacterium.s__Carnobacterium_maltaromaticum	264.7058823529
UniRef90_A0A0R2KAQ0	1112.2484287452
UniRef90_A0A0R2KAQ0|g__Carnobacterium.s__Carnobacterium_divergens	870.9541532347
UniRef90_A0A0R2KAQ0|g__Carnobacterium.s__Carnobacterium_maltaromaticum	241.2942755105
UniRef90_A8FFC6	1101.0101010101
UniRef90_A8FFC6|g__Carnobacterium.s__Carnobacterium_divergens	747.4747474747
UniRef90_A8FFC6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	353.5353535354
UniRef90_A0A0R2I789	1070.4335818835
UniRef90_A0A0R2I789|g__Carnobacterium.s__Carnobacterium_divergens	1070.4335818835
UniRef90_A0A0R2HUL4	1061.0091227223
UniRef90_A0A0R2HUL4|g__Carnobacterium.s__Carnobacterium_divergens	1061.0091227223
UniRef90_A0A484ZC93	1046.5267094984
UniRef90_A0A484ZC93|g__Vagococcus.s__Vagococcus_proximus	527.1468645371
UniRef90_A0A484ZC93|g__Rahnella.s__Rahnella_inusitata	519.3798449612
UniRef90_A0A0R2HWX2	1040.1370841432
UniRef90_A0A0R2HWX2|g__Carnobacterium.s__Carnobacterium_divergens	1040.1370841432
UniRef90_P0A7R9	1028.5714285714
UniRef90_P0A7R9|g__Vagococcus.s__Vagococcus_proximus	526.9841269841
UniRef90_P0A7R9|g__Rahnella.s__Rahnella_inusitata	501.5873015873
UniRef90_A0A0R2IU38	1025.2972765631
UniRef90_A0A0R2IU38|g__Carnobacterium.s__Carnobacterium_divergens	914.1797724076
UniRef90_A0A0R2IU38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	111.1175041555
UniRef90_A1JHR4	1021.5053763441
UniRef90_A1JHR4|g__Vagococcus.s__Vagococcus_proximus	559.1397849462
UniRef90_A1JHR4|g__Rahnella.s__Rahnella_inusitata	462.3655913978
UniRef90_A4WFA3	1014.2124331886
UniRef90_A4WFA3|g__Vagococcus.s__Vagococcus_proximus	514.7576855472
UniRef90_A4WFA3|g__Rahnella.s__Rahnella_inusitata	499.4547476414
UniRef90_Q837C9	1002.2672550154
UniRef90_Q837C9|g__Carnobacterium.s__Carnobacterium_divergens	1002.2672550154
UniRef90_Q5L3R6	993.0555555556
UniRef90_Q5L3R6|g__Carnobacterium.s__Carnobacterium_divergens	611.1111111111
UniRef90_Q5L3R6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	381.9444444444
UniRef90_A0A0R2JIP5	942.0289855072
UniRef90_A0A0R2JIP5|g__Carnobacterium.s__Carnobacterium_divergens	840.5797101449
UniRef90_A0A0R2JIP5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	101.4492753623
UniRef90_A8AQM1	936.7629557503
UniRef90_A8AQM1|g__Vagococcus.s__Vagococcus_proximus	485.2861625014
UniRef90_A8AQM1|g__Rahnella.s__Rahnella_inusitata	451.4767932489
UniRef90_A0A2X2EDT7	931.5921461980
UniRef90_A0A2X2EDT7|g__Rahnella.s__Rahnella_inusitata	473.2231698650
UniRef90_A0A2X2EDT7|g__Vagococcus.s__Vagococcus_proximus	458.3689763330
UniRef90_Q8ZJ93	900.0232558542
UniRef90_Q8ZJ93|g__Vagococcus.s__Vagococcus_proximus	466.6821849783
UniRef90_Q8ZJ93|g__Rahnella.s__Rahnella_inusitata	433.3410708759
UniRef90_A0A0R2JIV5	885.9713338984
UniRef90_A0A0R2JIV5|g__Carnobacterium.s__Carnobacterium_divergens	785.0941409160
UniRef90_A0A0R2JIV5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	100.8771929825
UniRef90_A0A0R2J1N0	874.4917819142
UniRef90_A0A0R2J1N0|g__Carnobacterium.s__Carnobacterium_divergens	740.2879524826
UniRef90_A0A0R2J1N0|g__Carnobacterium.s__Carnobacterium_maltaromaticum	134.2038294316
UniRef90_A0A0R2HX95	870.6896551724
UniRef90_A0A0R2HX95|g__Carnobacterium.s__Carnobacterium_divergens	870.6896551724
UniRef90_UPI00244B09DA	867.9443683908
UniRef90_UPI00244B09DA|g__Vagococcus.s__Vagococcus_proximus	449.7053746801
UniRef90_UPI00244B09DA|g__Rahnella.s__Rahnella_inusitata	418.2389937107
UniRef90_A0A0R2I6A3	865.7461115408
UniRef90_A0A0R2I6A3|g__Carnobacterium.s__Carnobacterium_divergens	865.7461115408
UniRef90_Q7MYG3	864.5207638116
UniRef90_Q7MYG3|g__Vagococcus.s__Vagococcus_proximus	440.8648498331
UniRef90_Q7MYG3|g__Rahnella.s__Rahnella_inusitata	423.6559139785
UniRef90_P66491	857.8914324350
UniRef90_P66491|g__Vagococcus.s__Vagococcus_proximus	446.0784313725
UniRef90_P66491|g__Rahnella.s__Rahnella_inusitata	411.8130010625
UniRef90_A0AA40X769	842.3757631965
UniRef90_A0AA40X769|g__Rahnella.s__Rahnella_inusitata	429.9404899915
UniRef90_A0AA40X769|g__Vagococcus.s__Vagococcus_proximus	412.4352732050
UniRef90_P60436	828.0071206052
UniRef90_P60436|g__Rahnella.s__Rahnella_inusitata	416.0017801513
UniRef90_P60436|g__Vagococcus.s__Vagococcus_proximus	412.0053404539
UniRef90_H2IRC3	812.2176194421
UniRef90_H2IRC3|g__Vagococcus.s__Vagococcus_proximus	415.4929577465
UniRef90_H2IRC3|g__Rahnella.s__Rahnella_inusitata	396.7246616957
UniRef90_A0A0R2J719	810.1802188372
UniRef90_A0A0R2J719|g__Carnobacterium.s__Carnobacterium_divergens	645.6053779590
UniRef90_A0A0R2J719|g__Carnobacterium.s__Carnobacterium_maltaromaticum	164.5748408782
UniRef90_A0A0R2HZM5	803.4188034188
