# Gene Family	A29_Abundance-RPKs
UNMAPPED	4506758.0000000000
UniRef90_A0A2R8A0C5	421833.3333333333
UniRef90_A0A2R8A0C5|g__Carnobacterium.s__Carnobacterium_divergens	421833.3333333333
UniRef90_A0A0R2JAD9	123688.9813495033
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_divergens	95867.3388084371
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	27821.6425410662
UniRef90_A0A175CUC8	91184.3434343355
UniRef90_A0A175CUC8|g__Leuconostoc.s__Leuconostoc_gelidum	91184.3434343355
UniRef90_P0A356	87311.6221198230
UniRef90_P0A356|g__Carnobacterium.s__Carnobacterium_maltaromaticum	87311.6221198230
UniRef90_A0A0R2HX25	67106.2314887715
UniRef90_A0A0R2HX25|g__Carnobacterium.s__Carnobacterium_divergens	67106.2314887715
UniRef90_A0A0R2JH05	55648.9376934714
UniRef90_A0A0R2JH05|g__Carnobacterium.s__Carnobacterium_divergens	40142.8527657810
UniRef90_A0A0R2JH05|g__Carnobacterium.s__Carnobacterium_maltaromaticum	15506.0849276904
UniRef90_A0A0R2HXI1	44753.3328183181
UniRef90_A0A0R2HXI1|g__Carnobacterium.s__Carnobacterium_divergens	44753.3328183181
UniRef90_A0A0R2HNF4	37495.4891774769
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_divergens	29187.5274318927
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	8307.9617455841
UniRef90_H1WN81	37343.9542209072
UniRef90_H1WN81|g__Leuconostoc.s__Leuconostoc_gelidum	37343.9542209072
UniRef90_F4BNZ2	33582.1446352991
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_divergens	20705.4945054939
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	12876.6501298052
UniRef90_Q8ZDZ6	32013.5361642450
UniRef90_Q8ZDZ6|g__Vagococcus.s__Vagococcus_proximus	32013.5361642450
UniRef90_A0A0R2HXQ4	28721.6628416126
UniRef90_A0A0R2HXQ4|g__Carnobacterium.s__Carnobacterium_divergens	28721.6628416126
UniRef90_A0A0R2I517	25642.8891978942
UniRef90_A0A0R2I517|g__Carnobacterium.s__Carnobacterium_divergens	25642.8891978942
UniRef90_A0A0U3MP38	24166.9152428456
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_divergens	16969.6658642205
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	7197.2493786251
UniRef90_A0A0R2HND5	24035.9416239707
UniRef90_A0A0R2HND5|g__Carnobacterium.s__Carnobacterium_divergens	24035.9416239707
UniRef90_A0A0U2VN98	23201.7351584033
UniRef90_A0A0U2VN98|g__Carnobacterium.s__Carnobacterium_divergens	23201.7351584033
UniRef90_Q1WS97	22056.7472235604
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_divergens	14253.8688577299
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_maltaromaticum	7802.8783658305
UniRef90_A0A0R2HWX2	20858.3847085471
UniRef90_A0A0R2HWX2|g__Carnobacterium.s__Carnobacterium_divergens	20858.3847085471
UniRef90_Q836X6	19479.2380551216
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_divergens	13688.4746935428
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	5790.7633615788
UniRef90_A0A0R2J142	18826.1618273319
UniRef90_A0A0R2J142|g__Carnobacterium.s__Carnobacterium_maltaromaticum	18826.1618273319
UniRef90_A0A0R2HYJ8	18654.7746232769
