# Gene Family	A27_Abundance-RPKs
UNMAPPED	3421705.0000000000
UniRef90_A0A2R8A0C5	283000.0000000000
UniRef90_A0A2R8A0C5|g__Carnobacterium.s__Carnobacterium_divergens	283000.0000000000
UniRef90_A0A0R2JAD9	87205.6733956053
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_divergens	70568.4592152498
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	16637.2141803556
UniRef90_A0A175CUC8	41691.4141414134
UniRef90_A0A175CUC8|g__Leuconostoc.s__Leuconostoc_gelidum	41691.4141414134
UniRef90_P0A356	34524.8284690232
UniRef90_P0A356|g__Carnobacterium.s__Carnobacterium_maltaromaticum	34524.8284690232
UniRef90_A0A0R2HX25	32080.7619047628
UniRef90_A0A0R2HX25|g__Carnobacterium.s__Carnobacterium_divergens	32080.7619047628
UniRef90_A0A0R2JH05	26839.5352062428
UniRef90_A0A0R2JH05|g__Carnobacterium.s__Carnobacterium_divergens	20305.9835644579
UniRef90_A0A0R2JH05|g__Carnobacterium.s__Carnobacterium_maltaromaticum	6533.5516417849
UniRef90_A0A0R2HNF4	24777.2977556053
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_divergens	18989.4556957043
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	5787.8420599010
UniRef90_A0A0R2HXI1	24457.8488372095
UniRef90_A0A0R2HXI1|g__Carnobacterium.s__Carnobacterium_divergens	24457.8488372095
UniRef90_F4BNZ2	21286.3553113549
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_divergens	14648.0769230766
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	6638.2783882783
UniRef90_A0A0U3MP38	19401.7124165650
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_divergens	14115.2445639440
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	5286.4678526210
UniRef90_A0A0R2HXQ4	19257.1374680074
UniRef90_A0A0R2HXQ4|g__Carnobacterium.s__Carnobacterium_divergens	19257.1374680074
UniRef90_Q1WS97	18053.4664622905
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_divergens	11756.1204393877
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_maltaromaticum	6297.3460229029
UniRef90_A0A0R2I517	17251.5883188507
UniRef90_A0A0R2I517|g__Carnobacterium.s__Carnobacterium_divergens	17251.5883188507
UniRef90_H1WN81	15937.4623655905
UniRef90_H1WN81|g__Leuconostoc.s__Leuconostoc_gelidum	15937.4623655905
UniRef90_Q8ZDZ6	15704.5869847344
UniRef90_Q8ZDZ6|g__Vagococcus.s__Vagococcus_proximus	15704.5869847344
UniRef90_Q839G5	15214.0790367440
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_divergens	10654.1396133666
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	4559.9394233774
UniRef90_F4BR38	13729.7254848271
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_divergens	10005.6368554387
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	3724.0886293884
UniRef90_A0A0R2HND5	13141.1271541683
UniRef90_A0A0R2HND5|g__Carnobacterium.s__Carnobacterium_divergens	13141.1271541683
UniRef90_A0A0R2J234	12776.0959727511
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_divergens	7455.4598881893
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_maltaromaticum	5320.6360845619
UniRef90_Q836X6	12744.0487504862
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_divergens	9384.9455265761
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	3359.1032239102
UniRef90_A0A0U2VN98	11508.4443024104
UniRef90_A0A0U2VN98|g__Carnobacterium.s__Carnobacterium_divergens	11508.4443024104
UniRef90_A0A0R2KGR4	11301.7996804147
UniRef90_A0A0R2KGR4|g__Carnobacterium.s__Carnobacterium_divergens	7003.3566513983
UniRef90_A0A0R2KGR4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	4298.4430290164
UniRef90_A0A0R2HWA8	11216.3591469549
UniRef90_A0A0R2HWA8|g__Carnobacterium.s__Carnobacterium_divergens	8007.0506804172
UniRef90_A0A0R2HWA8|g__Carnobacterium.s__Carnobacterium_maltaromaticum	3209.3084665377
UniRef90_A0A0R2HWX2	11140.0988237589
UniRef90_A0A0R2HWX2|g__Carnobacterium.s__Carnobacterium_divergens	11140.0988237589
UniRef90_B9E9K1	10972.9168912880
UniRef90_B9E9K1|g__Carnobacterium.s__Carnobacterium_divergens	7969.4806250147
UniRef90_B9E9K1|g__Carnobacterium.s__Carnobacterium_maltaromaticum	3003.4362662733
UniRef90_F4BR24	10931.0757823590
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_divergens	8798.9506476536
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2132.1251347054
UniRef90_A0A0R2HZM5	10770.1886236369
UniRef90_A0A0R2HZM5|g__Carnobacterium.s__Carnobacterium_divergens	10770.1886236369
UniRef90_A0A0R2HXW1	10539.5590831952
UniRef90_A0A0R2HXW1|g__Carnobacterium.s__Carnobacterium_divergens	10539.5590831952
UniRef90_A0A0R2HUL4	10012.9663837516
UniRef90_A0A0R2HUL4|g__Carnobacterium.s__Carnobacterium_divergens	10012.9663837516
UniRef90_A0A0R2HYJ8	9887.6363651730
UniRef90_A0A0R2HYJ8|g__Carnobacterium.s__Carnobacterium_divergens	9887.6363651730
UniRef90_A0A0R2I6G8	9808.1896256487
UniRef90_A0A0R2I6G8|g__Carnobacterium.s__Carnobacterium_divergens	9808.1896256487
UniRef90_A0A848MK01	9711.4980652295
UniRef90_A0A848MK01|g__Vagococcus.s__Vagococcus_proximus	9711.4980652295
UniRef90_A0A0R2J1Q1	9641.8258440152
