# Gene Family	A20_Abundance-RPKs
UNMAPPED	2298865.0000000000
UniRef90_A0A2R8A0C5	98833.3333333333
UniRef90_A0A2R8A0C5|g__Carnobacterium.s__Carnobacterium_divergens	98833.3333333333
UniRef90_A0A0R2JAD9	23935.5970149266
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_divergens	18562.3631840809
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	5373.2338308457
UniRef90_A0A0R2HX25	17151.8095238087
UniRef90_A0A0R2HX25|g__Carnobacterium.s__Carnobacterium_divergens	17151.8095238087
UniRef90_P0A356	15897.0158730150
UniRef90_P0A356|g__Carnobacterium.s__Carnobacterium_maltaromaticum	15897.0158730150
UniRef90_A0A0U3MP38	14678.5474147148
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_divergens	11511.8420586419
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	3166.7053560729
UniRef90_A0A0R2HNF4	13692.5636632739
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_divergens	10978.2240812873
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2714.3395819866
UniRef90_F4BNZ2	13210.1648351647
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_divergens	8590.7509157508
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	4619.4139194139
UniRef90_Q1WS97	13150.2553389038
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_divergens	8616.8678427725
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_maltaromaticum	4533.3874961312
UniRef90_Q839G5	10927.4971571107
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_divergens	8461.6301676385
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2465.8669894722
UniRef90_A0A0R2J234	10114.8372078507
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_divergens	6779.6690853187
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_maltaromaticum	3335.1681225320
UniRef90_Q836X6	9872.1066725357
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_divergens	7551.5021459226
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2320.6045266131
UniRef90_A0A175CUC8	8933.8383838385
UniRef90_A0A175CUC8|g__Leuconostoc.s__Leuconostoc_gelidum	8933.8383838385
UniRef90_A0A0R2KLY7	8606.2144285495
UniRef90_A0A0R2KLY7|g__Carnobacterium.s__Carnobacterium_divergens	6954.6736399529
UniRef90_A0A0R2KLY7|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1651.5407885966
UniRef90_F4BR38	8470.1025937163
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_divergens	6617.6061493716
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1852.4964443446
UniRef90_A0A0R2HWA8	8091.7702527932
UniRef90_A0A0R2HWA8|g__Carnobacterium.s__Carnobacterium_divergens	6017.2769285460
UniRef90_A0A0R2HWA8|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2074.4933242472
UniRef90_A0A0R2J1Q1	7919.8593073597
UniRef90_A0A0R2J1Q1|g__Carnobacterium.s__Carnobacterium_divergens	6119.4932518466
UniRef90_A0A0R2J1Q1|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1800.3660555131
UniRef90_F4BR24	7886.9909165043
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_divergens	6324.0283944322
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1562.9625220721
