# Gene Family	A28_Abundance-RPKs
UNMAPPED	2184176.0000000000
UniRef90_A0A2R8A0C5	270500.0000000000
UniRef90_A0A2R8A0C5|g__Carnobacterium.s__Carnobacterium_divergens	270500.0000000000
UniRef90_A0A0R2JAD9	57647.6370659225
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_divergens	46388.6567164135
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_maltaromaticum	11258.9803495090
UniRef90_A0A175CUC8	50070.7070707051
UniRef90_A0A175CUC8|g__Leuconostoc.s__Leuconostoc_gelidum	50070.7070707051
UniRef90_A0A0R2HXI1	24388.3245971435
UniRef90_A0A0R2HXI1|g__Carnobacterium.s__Carnobacterium_divergens	24388.3245971435
UniRef90_P0A356	23492.4444444444
UniRef90_P0A356|g__Carnobacterium.s__Carnobacterium_maltaromaticum	23492.4444444444
UniRef90_A0A0R2JH05	23209.1862756755
UniRef90_A0A0R2JH05|g__Carnobacterium.s__Carnobacterium_divergens	16159.0621291825
UniRef90_A0A0R2JH05|g__Carnobacterium.s__Carnobacterium_maltaromaticum	7050.1241464930
UniRef90_A0A0R2HX25	20866.6072958422
UniRef90_A0A0R2HX25|g__Carnobacterium.s__Carnobacterium_divergens	20866.6072958422
UniRef90_H1WN81	16167.1756272393
UniRef90_H1WN81|g__Leuconostoc.s__Leuconostoc_gelidum	16167.1756272393
UniRef90_F4BNZ2	14991.4835164833
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_divergens	10400.6410256408
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_maltaromaticum	4590.8424908425
UniRef90_A0A0R2HNF4	14535.0546051515
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_divergens	11567.9542041055
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2967.1004010460
UniRef90_A0A0R2I517	12614.5186778942
UniRef90_A0A0R2I517|g__Carnobacterium.s__Carnobacterium_divergens	12614.5186778942
UniRef90_A0A0R2HXQ4	12482.8929519733
UniRef90_A0A0R2HXQ4|g__Carnobacterium.s__Carnobacterium_divergens	12482.8929519733
UniRef90_A0A0U3MP38	10436.7026204587
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_divergens	7922.5959940186
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	2514.1066264401
UniRef90_Q8ZDZ6	9895.4451345754
UniRef90_Q8ZDZ6|g__Vagococcus.s__Vagococcus_proximus	9895.4451345754
UniRef90_Q1WS97	9861.4363476205
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_divergens	6372.4467842253
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_maltaromaticum	3488.9895633952
UniRef90_A0A0R2HND5	9044.0149045178
UniRef90_A0A0R2HND5|g__Carnobacterium.s__Carnobacterium_divergens	9044.0149045178
UniRef90_A0A0U2VN98	9016.2670269054
UniRef90_A0A0U2VN98|g__Carnobacterium.s__Carnobacterium_divergens	9016.2670269054
UniRef90_A0A0R2HWX2	8782.9916376518
UniRef90_A0A0R2HWX2|g__Carnobacterium.s__Carnobacterium_divergens	8782.9916376518
UniRef90_Q836X6	8081.3988110125
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_divergens	6153.9750187818
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1927.4237922307
UniRef90_A0A0R2HX95	7977.1440885808
UniRef90_A0A0R2HX95|g__Carnobacterium.s__Carnobacterium_divergens	7977.1440885808
UniRef90_B1MYA3	7595.0040950040
UniRef90_B1MYA3|g__Leuconostoc.s__Leuconostoc_gelidum	7595.0040950040
UniRef90_Q03D56	7550.2824858758
UniRef90_Q03D56|g__Leuconostoc.s__Leuconostoc_gelidum	7550.2824858758
UniRef90_A0A0R2HXW1	7375.9748035488
UniRef90_A0A0R2HXW1|g__Carnobacterium.s__Carnobacterium_divergens	7375.9748035488
UniRef90_A0A0R2HZM5	7145.8885941646
UniRef90_A0A0R2HZM5|g__Carnobacterium.s__Carnobacterium_divergens	7145.8885941646
UniRef90_A0A0R2HUL4	7090.2438630121
UniRef90_A0A0R2HUL4|g__Carnobacterium.s__Carnobacterium_divergens	7090.2438630121
UniRef90_A0A0R2I4L0	6939.1734310334
UniRef90_A0A0R2I4L0|g__Carnobacterium.s__Carnobacterium_divergens	6939.1734310334
UniRef90_J9YK89	6771.4998280014
UniRef90_J9YK89|g__Leuconostoc.s__Leuconostoc_gelidum	6771.4998280014
UniRef90_F4BR38	6718.6540908752
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_divergens	5103.8625645634
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	1614.7915263118
UniRef90_A0A0R2HUQ6	6546.7553972788
UniRef90_A0A0R2HUQ6|g__Carnobacterium.s__Carnobacterium_divergens	6546.7553972788
UniRef90_Q839G5	6508.7122376415
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_divergens	4735.1712816971
