# Gene Family	A07_Abundance-RPKs
UNMAPPED	4199565.0000000000
UniRef90_Q839G5	487.1794871795
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_divergens	487.1794871795
UniRef90_A0A0R2HX25	373.0158730159
UniRef90_A0A0R2HX25|g__Carnobacterium.s__Carnobacterium_divergens	373.0158730159
UniRef90_A0A0U3MP38	368.5446009390
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_divergens	368.5446009390
UniRef90_A0A0R2J234	322.4076954782
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_divergens	322.4076954782
UniRef90_F4BR24	229.5597484277
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_divergens	229.5597484277
UniRef90_Q1WS97	219.4521819870
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_divergens	219.4521819870
UniRef90_A0A0R2J1Q1	194.3022663611
UniRef90_A0A0R2J1Q1|g__Carnobacterium.s__Carnobacterium_divergens	194.3022663611
UniRef90_F4BR38	185.7923497268
UniRef90_F4BR38|g__Carnobacterium.s__Carnobacterium_divergens	185.7923497268
UniRef90_A0A0R2KLY7	176.7676767677
UniRef90_A0A0R2KLY7|g__Carnobacterium.s__Carnobacterium_divergens	176.7676767677
UniRef90_A0A0R2HNF4	175.8241758242
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_divergens	175.8241758242
UniRef90_A0A0R2JAD9	154.2288557214
UniRef90_A0A0R2JAD9|g__Carnobacterium.s__Carnobacterium_divergens	154.2288557214
UniRef90_A0A0R2KGR4	142.8571428571
UniRef90_A0A0R2KGR4|g__Carnobacterium.s__Carnobacterium_divergens	142.8571428571
UniRef90_F4BNZ2	142.8571428571
UniRef90_F4BNZ2|g__Carnobacterium.s__Carnobacterium_divergens	142.8571428571
UniRef90_K8EVY6	142.2959664327
UniRef90_K8EVY6|g__Carnobacterium.s__Carnobacterium_divergens	142.2959664327
UniRef90_A0A0R2J9S4	134.0206185567
UniRef90_A0A0R2J9S4|g__Carnobacterium.s__Carnobacterium_divergens	134.0206185567
UniRef90_A0A0R2HNW1	127.9069767442
UniRef90_A0A0R2HNW1|g__Carnobacterium.s__Carnobacterium_divergens	127.9069767442
UniRef90_A0A0R2HPK8	126.7605633803
UniRef90_A0A0R2HPK8|g__Carnobacterium.s__Carnobacterium_divergens	126.7605633803
UniRef90_Q836X6	119.6581196581
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_divergens	119.6581196581
UniRef90_A0A0U3MDW1	114.2857142857
UniRef90_A0A0U3MDW1|g__Carnobacterium.s__Carnobacterium_divergens	114.2857142857
UniRef90_P66145	114.0350877193
UniRef90_P66145|g__Carnobacterium.s__Carnobacterium_divergens	114.0350877193
UniRef90_C4KZQ9	108.2621082621
UniRef90_C4KZQ9|g__Carnobacterium.s__Carnobacterium_divergens	108.2621082621
UniRef90_A0A0R2HX12	99.7304582210
UniRef90_A0A0R2HX12|g__Carnobacterium.s__Carnobacterium_divergens	99.7304582210
UniRef90_A0A0R2I0E2	99.1896401049
UniRef90_A0A0R2I0E2|g__Carnobacterium.s__Carnobacterium_divergens	99.1896401049
UniRef90_P66421	99.0990990991
UniRef90_P66421|g__Carnobacterium.s__Carnobacterium_divergens	99.0990990991
UniRef90_A0A0R2I3M9	94.5046755505
UniRef90_A0A0R2I3M9|g__Carnobacterium.s__Carnobacterium_divergens	94.5046755505
UniRef90_Q9F0R4	94.3952802360
UniRef90_Q9F0R4|g__Carnobacterium.s__Carnobacterium_divergens	94.3952802360
UniRef90_A0A0R2HW67	93.1372549020
UniRef90_A0A0R2HW67|g__Carnobacterium.s__Carnobacterium_divergens	93.1372549020
UniRef90_Q8ZDZ6	92.5925925926
UniRef90_Q8ZDZ6|g__Rahnella.s__Rahnella_inusitata	61.7283950617
UniRef90_Q8ZDZ6|g__Vagococcus.s__Vagococcus_proximus	30.8641975309
UniRef90_A0A0R2I789	89.2129506599
