# Gene Family	A08_Abundance-RPKs
UNMAPPED	2701410.0000000000
UniRef90_A0A2R8A0C5	2000.0000000000
UniRef90_A0A2R8A0C5|g__Carnobacterium.s__Carnobacterium_divergens	2000.0000000000
UniRef90_A0A0U3MP38	389.6713615023
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_divergens	305.1643192488
UniRef90_A0A0U3MP38|g__Carnobacterium.s__Carnobacterium_maltaromaticum	84.5070422535
UniRef90_A0A0R2J234	340.6226317259
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_divergens	255.0124313616
UniRef90_A0A0R2J234|g__Carnobacterium.s__Carnobacterium_maltaromaticum	85.6102003643
UniRef90_Q839G5	337.6068376068
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_divergens	260.6837606838
UniRef90_Q839G5|g__Carnobacterium.s__Carnobacterium_maltaromaticum	76.9230769231
UniRef90_A0A0R2HX25	254.0317460317
UniRef90_A0A0R2HX25|g__Carnobacterium.s__Carnobacterium_divergens	254.0317460317
UniRef90_A0A0R2HNF4	241.7582417582
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_divergens	186.8131868132
UniRef90_A0A0R2HNF4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	54.9450549451
UniRef90_Q1WS97	236.1111111111
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_divergens	136.1111111111
UniRef90_Q1WS97|g__Carnobacterium.s__Carnobacterium_maltaromaticum	100.0000000000
UniRef90_A0A0R2J1Q1	224.5989304813
UniRef90_A0A0R2J1Q1|g__Carnobacterium.s__Carnobacterium_divergens	194.2959001783
UniRef90_A0A0R2J1Q1|g__Carnobacterium.s__Carnobacterium_maltaromaticum	30.3030303030
UniRef90_Q836X6	196.5811965812
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_divergens	162.3931623932
UniRef90_Q836X6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	34.1880341880
UniRef90_P0A356	190.4761904762
UniRef90_P0A356|g__Carnobacterium.s__Carnobacterium_maltaromaticum	190.4761904762
UniRef90_K8EVY6	187.0900122019
UniRef90_K8EVY6|g__Carnobacterium.s__Carnobacterium_divergens	143.6100131752
UniRef90_K8EVY6|g__Carnobacterium.s__Carnobacterium_maltaromaticum	43.4799990266
UniRef90_A0A0R2KGR4	180.9523809524
UniRef90_A0A0R2KGR4|g__Carnobacterium.s__Carnobacterium_divergens	139.6825396825
UniRef90_A0A0R2KGR4|g__Carnobacterium.s__Carnobacterium_maltaromaticum	41.2698412698
UniRef90_F4BR24	179.2651858928
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_divergens	160.3972613645
UniRef90_F4BR24|g__Carnobacterium.s__Carnobacterium_maltaromaticum	18.8679245283
UniRef90_F4BNZ2	171.4285714286
